0.882780922,0.627586207,0.89599614,0.707317073,0.188017412,0.77979661,0.823245509,0.776459682
0.899151172,0.631034483,0.897381453,0.701219512,0.23092717,0.787867625,0.808369339,0.796195619
0.91087308,0.65862069,0.906047662,0.701219512,0.24037194,0.77451211,0.829527827,0.781437032
0.909660469,0.651724138,0.913574574,0.701219512,0.247049785,0.77978885,0.846161057,0.785144754
0.907033145,0.651724138,0.920561593,0.707317073,0.254063222,0.782497251,0.818125697,0.806428531
0.907841552,0.651724138,0.916929373,0.701219512,0.254522779,0.784109665,0.814646105,0.775706279
0.909458367,0.651724138,0.918958726,0.695121951,0.274729969,0.785662442,0.855738864,0.771093621
0.907437348,0.648275862,0.923243347,0.695121951,0.282089445,0.826509088,0.824747285,0.770932448
0.906628941,0.651724138,0.926099721,0.695121951,0.281579237,0.823757729,0.836815725,0.777676148
0.904607922,0.627586207,0.92983529,0.695121951,0.281877616,0.80883832,0.856252121,0.775253186
0.900363783,0.682758621,0.929347968,0.695121951,0.281313749,0.80045226,0.84362254,0.795008144
0.895311237,0.686206897,0.923609741,0.670731707,0.281690454,0.805044742,0.859704003,0.775709655
0.893088116,0.686206897,0.932615433,0.664634146,0.281641707,0.817686321,0.895424477,0.760715243
0.880962005,0.675862069,0.921518772,0.658536585,0.281784032,0.802940493,0.849970948,0.763710442
0.880355699,0.686206897,0.914074194,0.652439024,0.28167179,0.791340652,0.879369024,0.746713221
0.882376718,0.682758621,0.909519579,0.646341463,0.281914231,0.803152453,0.879279066,0.747628942
0.883993533,0.686206897,0.907348835,0.646341463,0.281537565,0.798933848,0.890497172,0.755168247
0.892279709,0.675862069,0.91477188,0.652439024,0.28151011,0.82774172,0.873973816,0.751942103
0.886014551,0.689655172,0.927686442,0.658536585,0.281541343,0.806052822,0.881958486,0.726551064
0.862166532,0.686206897,0.92730308,0.670731707,0.281877049,0.798868895,0.851662187,0.737407589
0.85105093,0.686206897,0.898847638,0.670731707,0.281509981,0.807874658,0.841544399,0.743897566
0.863379143,0.679310345,0.88016902,0.658536585,0.281930098,0.82126669,0.820366003,0.758732412
0.894502829,0.686206897,0.89769189,0.664634146,0.281275792,0.82181013,0.830019836,0.739920138
0.906022635,0.686206897,0.914212511,0.676829268,0.281956421,0.825378259,0.822152671,0.731161641
0.899555376,0.686206897,0.924498924,0.676829268,0.281319113,0.822311101,0.821320289,0.732941788
0.898746968,0.682758621,0.924217481,0.670731707,0.281762455,0.808879722,0.842630467,0.725283371
0.899353274,0.689655172,0.922426377,0.664634146,0.281688653,0.814679673,0.84190985,0.72655057
0.904001617,0.689655172,0.922213346,0.652439024,0.281888681,0.827481184,0.851029996,0.711724919
0.906224737,0.686206897,0.923945919,0.640243902,0.281915554,0.844330726,0.865960801,0.70101437
0.898140663,0.682758621,0.910445231,0.62804878,0.304221174,0.845644652,0.869797316,0.696154418
0.894502829,0.686206897,0.915082062,0.62804878,0.318098576,0.838119273,0.865376333,0.705259209
0.891875505,0.686206897,0.912942936,0.62804878,0.318128645,0.818662241,0.846912694,0.729808246
0.895109135,0.686206897,0.907381317,0.62195122,0.317695129,0.823828416,0.83487301,0.753807619
0.890460792,0.682758621,0.914087697,0.62195122,0.31833202,0.823037948,0.861880629,0.726335073
0.870856912,0.689655172,0.923850471,0.62804878,0.312175069,0.823196604,0.826459178,0.714782743
0.830840744,0.686206897,0.901466662,0.615853659,0.271986971,0.816191025,0.807518928,0.72610998
