4955,1083,343.4052553,176,2.069773273,23.86557662,3.093112164,18.44251185
5036,1084,343.9355623,175,2.541913374,24.05777419,3.037225806,18.78824194
5094,1092,347.2530461,175,2.645835067,23.7397352,3.116713396,18.52970405
5088,1090,350.1343988,175,2.719312024,23.86539185,3.179200627,18.59465517
5075,1090,352.8090769,176,2.796481538,23.92988782,3.073878205,18.9675
5079,1090,351.4186386,175,2.801538088,23.96828473,3.060806175,18.42931389
5087,1090,352.1954887,174,3.023879699,24.00526149,3.21518225,18.3485103
5077,1089,353.8356707,174,3.104856707,24.97795527,3.098753994,18.3456869
5073,1090,354.9291101,174,3.099242836,24.91243631,3.144092357,18.46382166
5063,1083,356.3591111,174,3.102525926,24.55715582,3.217110439,18.4213767
5042,1099,356.172561,174,3.096321646,24.357456,3.169664,18.76744
5017,1100,353.9759287,170,3.100466568,24.46681818,3.23007837,18.42937304
5006,1100,357.4233687,169,3.099930197,24.767856,3.364272,18.166704
4946,1097,353.1754917,168,3.101496218,24.41670906,3.193513514,18.21917329
4943,1100,350.3256569,167,3.100261206,24.14047847,3.303955343,17.92141946
4953,1099,348.5821192,166,3.102928808,24.42175652,3.303617391,17.93746087
4961,1100,347.7511438,166,3.098784314,24.32129758,3.345761246,18.06953287
5002,1097,350.5927357,167,3.098482226,25.00730832,3.283686786,18.01301794
4971,1101,355.5365177,168,3.098825886,24.49082391,3.31368336,17.56822294
4853,1100,355.3897638,170,3.102519685,24.31975083,3.19986711,17.75840532
4798,1100,344.496828,170,3.098480801,24.53420784,3.161856899,17.8720954
4859,1098,337.3465267,168,3.103103393,24.85311644,3.082294521,18.13196918
5013,1100,344.0544,169,3.095904,24.86605753,3.11856176,17.80241963
5070,1100,350.3786054,171,3.103393027,24.95102649,3.089006623,17.64899007
5038,1100,354.3163142,171,3.096380665,24.87798732,3.085879556,17.68017433
5034,1099,354.2085758,170,3.101258806,24.55814173,3.165937008,17.54601575
5037,1101,353.522929,169,3.100446746,24.69625776,3.163229814,17.56821429
5060,1101,353.4413793,167,3.102647676,25.0011041,3.197492114,17.30850158
